vd	47	a	165	8192	-8429953844259598248	-8429953844259594703	-44499003938930190855807	-44499003938930190267375
vd	47	m	331	16384	-11108666584884921252	-11108666584884917697	-43266952421866381858660	-43266952421866381265956
vd	48	a	83	4096	-13710387751892027406	-13710387751892023840	-41977073961676304826726	-41977073961676304229848
vd	48	m	167	8192	-18669758527053673364	-18669758527053669790	-39246131210494741932953	-39246131210494741327988
vd	49	a	21	1024	-23285261627217467693	-23285261627217464099	-36350469637815906163948	-36350469637815905551227
vd	49	m	85	4096	-31420065284830559513	-31420065284830555879	-30236685287912108533931	-30236685287912107906920
vd	49	q1	169	8192	-27539448070332428917	-27539448070332425297	-33333425452488455142726	-33333425452488454522664
vd	49	q3	171	8192	-34919813690421886603	-34919813690421882949	-27099598282291327660182	-27099598282291327026612
vd	50	a	43	2048	-38036019822176011547	-38036019822176007882	-23958497555954099205570	-23958497555954098565896
vd	50	m	87	4096	-43127709032542674793	-43127709032542671095	-17790545509096676791745	-17790545509096676141206
vd	50	q1	173	8192	-40770227478189560522	-40770227478189556853	-20846036536092140648420	-20846036536092140003075
vd	50	q3	175	8192	-45116899705929228746	-45116899705929225036	-14815413675252168505781	-14815413675252167850497
vd	51	a	11	512	-46748758222037380480	-46748758222037376755	-11938501840485595805296	-11938501840485595145764
vd	51	m	89	4096	-48992612780703234594	-48992612780703230796	-6519869509301090755123	-6519869509301090039953
vd	51	q1	177	8192	-48036057894275065884	-48036057894275062111	-9171590705936366367988	-9171590705936365662333
vd	51	q3	179	8192	-49632444111115056651	-49632444111115052835	-3981469533406328379870	-3981469533406327655732
vd	52	a	45	2048	-49968892725295850582	-49968892725295846735	-1547046728650683917483	-1547046728650683184913
vd	52	m	91	4096	-49775950300779685581	-49775950300779681684	3086749428157208282910	3086749428157209030655
vd	52	q1	181	8192	-50013683762009684361	-50013683762009680505	800582601601141799004	800582601601142539431
vd	52	q3	183	8192	-49261223079877648492	-49261223079877644564	5345179660827922966887	5345179660827923721327
vd	53	a	23	1024	-48470393791173954887	-48470393791173950965	7618178948825573621659	7618178948825574382208
vd	53	m	93	4096	-46034458282942437479	-46034458282942433527	12420655079738189249435	12420655079738190020260
vd	53	q1	185	8192	-47398659782940441853	-47398659782940437908	9956752108183745688956	9956752108183746454943
vd	53	q3	187	8192	-44358398484088976477	-44358398484088972479	15078377749378873067274	15078377749378873842274
vd	54	a	47	2048	-42342200011724172305	-42342200011724168297	18007056403981533254715	18007056403981534033277
vd	54	m	95	4096	-37125562381966728005	-37125562381966723967	25028035274670369558398	25028035274670370341944
vd	54	q1	189	8192	-39947646413846116427	-39947646413846112385	21292315049022750809594	21292315049022751590962
vd	54	q3	191	8192	-33814823420144736223	-33814823420144732160	29316054823359575169217	29316054823359575954254
vd	55	a	3	128	-29941406632442168706	-29941406632442164620	34265795480712656700823	34265795480712657495020
vd	55	m	193	8192	-25417491194523700154	-25417491194523696048	39993821380311841806849	39993821380311842611304
vd	56	a	97	4096	-20140616913534871399	-20140616913534867284	46623329278456523392761	46623329278456524206866
vd	56	m	195	8192	-13992909062301881397	-13992909062301877235	54283572814804434354286	54283572814804435177423
vd	56	q1	389	16384	-17183606193252617865	-17183606193252613730	50316311200636296258823	50316311200636297077515
vd	56	q3	391	16384	-10551267632565603446	-10551267632565599283	58542112322013077746980	58542112322013078574394
vd	57	a	49	2048	-6840377400178118254	-6840377400178114068	63109223225911922725531	63109223225911923557080
vd	57	m	785	32768	-4877953350037250646	-4877953350037246457	65513972216012399846511	65513972216012400680074
vd	58	a	393	16384	-2840869926550078590	-2840869926550074409	68002471088613281011571	68002471088613281847056
